                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    295,                 1.1166,                 1.0286,                 1.4908,                0.69631,                0.64214,                0.67012,                0.30697,                 1.9228,                 1.7516,                 2.5624,             0.00064362,             0.00064362,             0.00064362
                    296,                 1.1163,                 1.0217,                 1.4694,                0.65242,                0.64805,                0.65608,                0.30879,                 1.9661,                 1.6798,                 2.6151,             0.00064156,             0.00064156,             0.00064156
                    297,                 1.0984,                0.99888,                 1.4771,                0.72661,                0.64638,                0.68992,                 0.3013,                 2.0041,                  1.605,                 2.6903,              0.0006395,              0.0006395,              0.0006395
                    298,                 1.1282,                 1.0465,                  1.493,                0.79819,                 0.6065,                0.70635,                0.29785,                 2.0137,                  1.682,                 2.6606,             0.00063744,             0.00063744,             0.00063744
                    299,                 1.0869,                 1.0194,                 1.4653,                 0.7022,                0.63402,                0.63878,                0.28957,                 1.9843,                 1.7087,                 2.6975,             0.00063538,             0.00063538,             0.00063538
                    300,                 1.1223,                 1.0246,                 1.4881,                0.75704,                 0.5512,                0.66191,                0.28884,                 1.9585,                  1.775,                 2.6484,             0.00063331,             0.00063331,             0.00063331
                    301,                 1.1174,                 1.0344,                 1.4823,                0.71822,                0.59746,                0.65779,                0.29291,                 1.9423,                    1.7,                 2.6211,             0.00063125,             0.00063125,             0.00063125
                    302,                 1.1389,                   1.04,                 1.5023,                0.65333,                0.66827,                0.64227,                0.29449,                 1.9525,                 1.7495,                  2.622,             0.00062919,             0.00062919,             0.00062919
                    303,                 1.0878,                 1.0078,                 1.4516,                0.70037,                0.64725,                0.65749,                0.30759,                 1.9411,                 1.6345,                 2.6306,             0.00062713,             0.00062713,             0.00062713
                    304,                    1.1,                 1.0083,                 1.4817,                0.83271,                0.53594,                0.65288,                0.30128,                 1.9632,                 1.5989,                 2.6435,             0.00062506,             0.00062506,             0.00062506
                    305,                 1.0859,                 1.0259,                 1.4603,                0.73249,                0.60013,                0.64726,                 0.2979,                 1.9573,                 1.6571,                 2.6207,               0.000623,               0.000623,               0.000623
                    306,                 1.0563,                0.99575,                 1.4299,                 0.7354,                0.57252,                0.64773,                0.29813,                 1.9671,                 1.7082,                  2.637,             0.00062094,             0.00062094,             0.00062094
                    307,                 1.0723,                0.99051,                  1.461,                0.65857,                0.59148,                0.64552,                0.29623,                 1.9404,                 1.6866,                 2.6427,             0.00061887,             0.00061887,             0.00061887
                    308,                 1.1043,                0.99628,                 1.4778,                0.75058,                0.57867,                0.66633,                0.30291,                 1.9143,                 1.6676,                 2.6073,             0.00061681,             0.00061681,             0.00061681
